No.,Location,Price,BD,BA,sq..ft.,URL,Image,Sold,Pending,PriceChange,Listed,Days_in_Market,Days_to_Pending
203,"17303 J St, Omaha, NE 68135","$400,000 ",4 bds,4 ba,"2,688 sqft",'https://www.zillow.com/homedetails/17303-J-St-Omaha-NE-68135/75816728_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/12/2024,1/19/2024,Yes,11/16/2023,88,64
204,"4309 S 62nd St, Omaha, NE 68117","$182,500 ",2 bds,1 ba,"1,209 sqft",'https://www.zillow.com/homedetails/4309-S-62nd-St-Omaha-NE-68117/75826791_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,1/12/2024,Yes,11/18/2023,89,55
205,"4820 N 187th Ave, Elkhorn, NE 68022","$590,000 ",5 bds,3 ba,"3,568 sqft",'https://www.zillow.com/homedetails/4820-N-187th-Ave-Elkhorn-NE-68022/306876364_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/27/2023,Yes,11/3/2023,89,54
206,"14729 Harvey Oaks Ave, Omaha, NE 68144","$315,000 ",4 bds,3 ba,"2,694 sqft",'https://www.zillow.com/homedetails/14729-Harvey-Oaks-Ave-Omaha-NE-68144/75890578_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/14/2024,12/24/2023,Yes,11/16/2023,90,38
207,"6314 Spaulding St, Omaha, NE 68104","$178,000 ",4 bds,1 ba,"1,726 sqft",'https://www.zillow.com/homedetails/6314-Spaulding-St-Omaha-NE-68104/75853801_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/17/2024,Yes,11/11/2023,90,67
208,"14905 Lake St, Omaha, NE 68116","$401,000 ",4 bds,3 ba,"3,898 sqft",'https://www.zillow.com/homedetails/14905-Lake-St-Omaha-NE-68116/75842468_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,12/11/2023,Yes,11/3/2023,90,38
209,"9407 Cinnamon Dr, Omaha, NE 68136",$1.25M,5 bds,6 ba,"7,614 sqft",'https://www.zillow.com/homedetails/9407-Cinnamon-Dr-Omaha-NE-68136/6637372_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,1/2/2024,Yes,11/2/2023,90,61
210,"21920 Riverside Dr, Elkhorn, NE 68022","$470,000 ",3 bds,4 ba,"3,046 sqft",'https://www.zillow.com/homedetails/21920-Riverside-Dr-Elkhorn-NE-68022/75835138_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/12/2023,Yes,11/2/2023,90,40
211,"12442 Deer Hollow Dr, Omaha, NE 68154","$326,500 ",3 bds,3 ba,"2,749 sqft",'https://www.zillow.com/homedetails/12442-Deer-Hollow-Dr-Omaha-NE-68154/75789281_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/14/2024,Yes,11/17/2023,91,58
212,"4533 N 41st St, Omaha, NE 68111","$137,500 ",3 bds,1 ba,"1,066 sqft",'https://www.zillow.com/homedetails/4533-N-41st-St-Omaha-NE-68111/75855899_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,2/7/2024,Yes,11/16/2023,91,83
213,"9914 S 184th St, Omaha, NE 68136","$462,500 ",3 bds,2 ba,"1,762 sqft",'https://www.zillow.com/homedetails/9914-S-184th-St-Omaha-NE-68136/251155109_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/5/2024,1/7/2024,Yes,11/6/2023,91,62
214,"16702 L St, Omaha, NE 68135","$745,000 ",5 bds,4 ba,"4,699 sqft",'https://www.zillow.com/homedetails/16702-L-St-Omaha-NE-68135/75845033_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,11/20/2023,Yes,10/27/2023,91,24
215,"17258 Washington St, Omaha, NE 68135","$432,500 ",4 bds,3 ba,"3,221 sqft",'https://www.zillow.com/homedetails/17258-Washington-St-Omaha-NE-68135/75889734_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/27/2023,Yes,10/27/2023,91,61
216,"6111 S 135th St, Omaha, NE 68137","$335,000 ",4 bds,4 ba,"2,326 sqft",'https://www.zillow.com/homedetails/6111-S-135th-St-Omaha-NE-68137/75808432_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/14/2024,1/2/2024,Yes,11/14/2023,92,49
217,"9229 Tomahawk Blvd, Omaha, NE 68134","$228,000 ",3 bds,2 ba,"1,578 sqft",'https://www.zillow.com/homedetails/9229-Tomahawk-Blvd-Omaha-NE-68134/75808056_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,12/31/2023,Yes,11/1/2023,92,60
218,"616 S 180th Ave, Elkhorn, NE 68022","$425,000 ",4 bds,4 ba,"3,712 sqft",'https://www.zillow.com/homedetails/616-S-180th-Ave-Elkhorn-NE-68022/75793243_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,10/19/2023,92,54
219,"616 S 180th Ave, Elkhorn, NE 68022","$425,000 ",4 bds,4 ba,"3,712 sqft",'https://www.zillow.com/homedetails/616-S-180th-Ave-Elkhorn-NE-68022/75793243_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/12/2023,Yes,10/19/2023,92,54
220,"2541 S 221st Cir, Elkhorn, NE 68022","$690,000 ",4 bds,5 ba,"6,417 sqft",'https://www.zillow.com/homedetails/2541-S-221st-Cir-Elkhorn-NE-68022/75805469_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,12/22/2023,Yes,10/30/2023,94,53
221,"12318 Lafayette Ave, Omaha, NE 68154","$390,000 ",4 bds,4 ba,"3,105 sqft",'https://www.zillow.com/homedetails/12318-Lafayette-Ave-Omaha-NE-68154/75867668_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/29/2024,1/17/2024,Yes,10/26/2023,95,83
222,"1902 S 33rd St, Omaha, NE 68105","$325,000 ",4 bds,4 ba,"2,894 sqft",'https://www.zillow.com/homedetails/1902-S-33rd-St-Omaha-NE-68105/75873606_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/29/2023,Yes,10/23/2023,95,67
223,"9333 Redman Cir, Omaha, NE 68134","$249,000 ",4 bds,2 ba,"1,380 sqft",'https://www.zillow.com/homedetails/9333-Redman-Cir-Omaha-NE-68134/75807596_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/17/2023,Yes,10/13/2023,96,65
224,"9333 Redman Cir, Omaha, NE 68134","$249,000 ",4 bds,2 ba,"1,380 sqft",'https://www.zillow.com/homedetails/9333-Redman-Cir-Omaha-NE-68134/75807596_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,12/17/2023,Yes,10/13/2023,96,65
225,"12940 Himebaugh Ave, Omaha, NE 68164","$260,000 ",3 bds,2 ba,"1,365 sqft",'https://www.zillow.com/homedetails/12940-Himebaugh-Ave-Omaha-NE-68164/118838059_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/23/2024,Yes,11/16/2023,97,68
226,"10007 S 178th St, Omaha, NE 68136","$390,000 ",3 bds,3 ba,"2,522 sqft",'https://www.zillow.com/homedetails/10007-S-178th-St-Omaha-NE-68136/58581470_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/5/2024,11/27/2023,Yes,10/31/2023,97,27
227,"7328 N 107th St, Omaha, NE 68122","$305,000 ",3 bds,4 ba,"2,392 sqft",'https://www.zillow.com/homedetails/7328-N-107th-St-Omaha-NE-68122/118854308_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/24/2024,11/20/2023,Yes,10/19/2023,97,32
471,"4756 S 19th St, Omaha, NE 68107","$215,000 ",0,0,#NAME?,'https://www.zillow.com/homedetails/4756-S-19th-St-Omaha-NE-68107/75822019_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/22/2023,No,10/26/2023,97,57
228,"4663 Poppleton Ave, Omaha, NE 68106","$265,000 ",4 bds,2 ba,"1,542 sqft",'https://www.zillow.com/homedetails/4663-Poppleton-Ave-Omaha-NE-68106/75863610_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/22/2023,Yes,10/20/2023,98,63
229,"2043 N 65th Ave, Omaha, NE 68104","$165,000 ",2 bds,1 ba,946 sqft,'https://www.zillow.com/homedetails/2043-N-65th-Ave-Omaha-NE-68104/75840383_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,12/1/2023,Yes,10/25/2023,99,37
299,"11014 S 175th St, Omaha, NE 68136","$759,900 ",5 bds,5 ba,"4,616 sqft",'https://www.zillow.com/homedetails/11014-S-175th-St-Omaha-NE-68136/122920030_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/8/2024,12/8/2023,No,11/1/2023,99,37
387,"7511 N 88th Ave, Omaha, NE 68122","$322,000 ",4 bds,3 ba,"2,322 sqft",'https://www.zillow.com/homedetails/7511-N-88th-Ave-Omaha-NE-68122/118814498_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,10/31/2023,No,10/25/2023,99,6
230,"6311 N Hws Cleveland Blvd, Omaha, NE 68116","$454,900 ",4 bds,3 ba,"2,961 sqft",https://www.zillow.com/homedetails/6311-N-Hws-Cleveland-Blvd-Omaha-NE-68116/337000655_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/20/2023,Yes,10/11/2023,100,70
231,"6311 N Hws Cleveland Blvd, Omaha, NE 68116","$454,900 ",4 bds,3 ba,"2,961 sqft",https://www.zillow.com/homedetails/6311-N-Hws-Cleveland-Blvd-Omaha-NE-68116/337000655_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/20/2023,Yes,10/11/2023,100,70
232,"2732 S 12th St, Omaha, NE 68108","$143,500 ",3 bds,2 ba,"1,108 sqft",'https://www.zillow.com/homedetails/2732-S-12th-St-Omaha-NE-68108/75835363_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/5/2024,11/6/2023,Yes,10/27/2023,101,10
233,"16323 Hascall St, Omaha, NE 68130","$510,000 ",4 bds,4 ba,"4,310 sqft",'https://www.zillow.com/homedetails/16323-Hascall-St-Omaha-NE-68130/75816300_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,12/15/2023,Yes,10/22/2023,101,54
234,"16111 Ohern St, Omaha, NE 68135","$300,000 ",3 bds,4 ba,"2,428 sqft",'https://www.zillow.com/homedetails/16111-Ohern-St-Omaha-NE-68135/75812645_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/25/2024,12/19/2023,Yes,10/16/2023,101,64
235,"2743 Fort St, Omaha, NE 68111","$180,000 ",3 bds,2 ba,"1,600 sqft",'https://www.zillow.com/homedetails/2743-Fort-St-Omaha-NE-68111/75800295_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/13/2024,1/17/2024,Yes,11/3/2023,102,75
236,"4842 S 122nd Ct, Omaha, NE 68137","$200,000 ",2 bds,2 ba,"1,136 sqft",'https://www.zillow.com/homedetails/4842-S-122nd-Ct-Omaha-NE-68137/75792180_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,12/18/2023,Yes,10/16/2023,102,63
237,"14421 Saratoga Plz, Omaha, NE 68116","$259,000 ",2 bds,2 ba,"1,437 sqft",'https://www.zillow.com/homedetails/14421-Saratoga-Plz-Omaha-NE-68116/75824881_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,12/11/2023,Yes,10/6/2023,102,66
238,"14421 Saratoga Plz, Omaha, NE 68116","$259,000 ",2 bds,2 ba,"1,437 sqft",'https://www.zillow.com/homedetails/14421-Saratoga-Plz-Omaha-NE-68116/75824881_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,12/11/2023,Yes,10/6/2023,102,66
465,"5016 Davenport St, Omaha, NE 68132","$450,000 ",3 bds,2 ba,"2,496 sqft",'https://www.zillow.com/homedetails/5016-Davenport-St-Omaha-NE-68132/75875469_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/7/2024,1/9/2024,No,10/28/2023,102,73
239,"3000 Farnam St #S3J, Omaha, NE 68131","$96,851 ",Studio,1 ba,710 sqft,'https://www.zillow.com/homedetails/3000-Farnam-St-S3J-Omaha-NE-68131/118815480_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/23/2024,12/9/2023,Yes,11/12/2023,103,27
240,"19309 Walnut St, Omaha, NE 68130","$610,000 ",4 bds,4 ba,"3,400 sqft",'https://www.zillow.com/homedetails/19309-Walnut-St-Omaha-NE-68130/91921509_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/20/2024,1/15/2024,Yes,11/9/2023,103,67
241,"21954 Stanford Cir, Elkhorn, NE 68022","$615,000 ",5 bds,5 ba,"3,732 sqft",'https://www.zillow.com/homedetails/21954-Stanford-Cir-Elkhorn-NE-68022/75805472_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/30/2024,11/17/2023,Yes,10/19/2023,103,29
242,"8217 S 154th Ave, Omaha, NE 68138","$395,000 ",5 bds,2 ba,"3,339 sqft",'https://www.zillow.com/homedetails/8217-S-154th-Ave-Omaha-NE-68138/59910078_zpid/',https://photos.zillowstatic.com/fp/2d5571c47c892c3d6d42d5f04881f2fe-p_e.jpg,2/15/2024,11/29/2023,Yes,11/2/2023,105,27
243,"9424 Reynolds St, Omaha, NE 68122","$314,990 ",4 bds,3 ba,"1,752 sqft",'https://www.zillow.com/homedetails/9424-Reynolds-St-Omaha-NE-68122/337000174_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/13/2024,12/28/2023,Yes,10/31/2023,105,58
364,"19619 T St, Omaha, NE 68135","$270,000 ",3 bds,2 ba,"1,244 sqft",'https://www.zillow.com/homedetails/19619-T-St-Omaha-NE-68135/118850133_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/6/2024,No,10/27/2023,105,71
244,"2114 S 209th St, Elkhorn, NE 68022","$879,000 ",5 bds,4 ba,"3,376 sqft",'https://www.zillow.com/homedetails/2114-S-209th-St-Elkhorn-NE-68022/181116677_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/20/2024,1/23/2024,Yes,11/6/2023,106,78
245,"3509 Howard St, Omaha, NE 68105","$200,000 ",5 bds,2 ba,"1,766 sqft",'https://www.zillow.com/homedetails/3509-Howard-St-Omaha-NE-68105/75786114_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,11/11/2023,Yes,10/3/2023,106,39
246,"3509 Howard St, Omaha, NE 68105","$200,000 ",5 bds,2 ba,"1,766 sqft",'https://www.zillow.com/homedetails/3509-Howard-St-Omaha-NE-68105/75786114_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/17/2024,11/11/2023,Yes,10/3/2023,106,39
247,"3335 S 115th Ave, Omaha, NE 68144","$350,000 ",4 bds,3 ba,"1,775 sqft",'https://www.zillow.com/homedetails/3335-S-115th-Ave-Omaha-NE-68144/75810527_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/9/2024,1/10/2024,Yes,10/25/2023,107,77
248,"2732 N 181st St, Elkhorn, NE 68022","$690,500 ",4 bds,3 ba,"3,191 sqft",'https://www.zillow.com/homedetails/2732-N-181st-St-Elkhorn-NE-68022/2067513590_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,11/2/2023,Yes,10/17/2023,107,16
297,"5565 N 61st Ave, Omaha, NE 68104","$252,500 ",4 bds,2 ba,"1,750 sqft",https://www.zillow.com/homedetails/5565-N-61st-Ave-Omaha-NE-68104/75844940_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/16/2024,No,11/1/2023,107,76
249,"3909 N 157th St, Omaha, NE 68116","$384,000 ",3 bds,3 ba,"2,921 sqft",'https://www.zillow.com/homedetails/3909-N-157th-St-Omaha-NE-68116/75897857_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,1/11/2024,Yes,10/16/2023,109,87
250,"3033 Read St, Omaha, NE 68112","$200,000 ",2 bds,2 ba,"1,228 sqft",'https://www.zillow.com/homedetails/3033-Read-St-Omaha-NE-68112/75795267_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,11/22/2023,Yes,9/29/2023,109,54
251,"3033 Read St, Omaha, NE 68112","$200,000 ",2 bds,2 ba,"1,228 sqft",'https://www.zillow.com/homedetails/3033-Read-St-Omaha-NE-68112/75795267_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/16/2024,11/22/2023,Yes,9/29/2023,109,54
252,"15710 Bedford Ave, Omaha, NE 68116","$522,500 ",3 bds,3 ba,"2,690 sqft",'https://www.zillow.com/homedetails/15710-Bedford-Ave-Omaha-NE-68116/75788630_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/13/2024,1/2/2024,Yes,10/25/2023,111,69
253,"8732 N 52nd Ave, Omaha, NE 68152","$429,000 ",5 bds,3 ba,"3,087 sqft",'https://www.zillow.com/homedetails/8732-N-52nd-Ave-Omaha-NE-68152/75885743_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/1/2024,Yes,9/30/2023,111,93
254,"8732 N 52nd Ave, Omaha, NE 68152","$429,000 ",5 bds,3 ba,"3,087 sqft",'https://www.zillow.com/homedetails/8732-N-52nd-Ave-Omaha-NE-68152/75885743_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,1/1/2024,Yes,9/30/2023,111,93
255,"6628 Crown Point Ave, Omaha, NE 68104","$215,000 ",3 bds,2 ba,"1,754 sqft",'https://www.zillow.com/homedetails/6628-Crown-Point-Ave-Omaha-NE-68104/75807487_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/20/2024,1/23/2024,Yes,10/31/2023,112,84
256,"1818 N 197th St, Elkhorn, NE 68022","$715,000 ",4 bds,4 ba,"3,389 sqft",'https://www.zillow.com/homedetails/1818-N-197th-St-Elkhorn-NE-68022/124992962_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,12/4/2023,Yes,10/26/2023,112,39
257,"6148 Pinkney St, Omaha, NE 68104","$130,000 ",3 bds,1 ba,"1,512 sqft",'https://www.zillow.com/homedetails/6148-Pinkney-St-Omaha-NE-68104/75773957_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,11/28/2023,Yes,10/13/2023,112,46
258,"1270 S 164th St, Omaha, NE 68130","$285,000 ",3 bds,2 ba,"1,623 sqft",'https://www.zillow.com/homedetails/1270-S-164th-St-Omaha-NE-68130/75832265_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,11/29/2023,Yes,10/12/2023,112,48
365,"5161 N 177th Ave, Omaha, NE 68116","$450,000 ",4 bds,3 ba,"2,560 sqft",https://www.zillow.com/homedetails/5161-N-177th-Ave-Omaha-NE-68116/250205715_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/1/2024,12/24/2023,No,10/12/2023,112,73
259,"18934 Anne St, Omaha, NE 68135","$308,000 ",2 bds,2 ba,"1,865 sqft",https://www.zillow.com/homedetails/18934-Anne-St-Omaha-NE-68135/91923347_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/20/2024,1/12/2024,Yes,10/27/2023,116,77
260,"5701 N 208th St, Elkhorn, NE 68022","$550,400 ",5 bds,3 ba,"3,395 sqft",'https://www.zillow.com/homedetails/5701-N-208th-St-Elkhorn-NE-68022/2070417494_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/31/2024,11/1/2023,Yes,10/6/2023,117,26
419,"19011 Lake St, Elkhorn, NE 68022","$435,000 ",4 bds,3 ba,"2,411 sqft",'https://www.zillow.com/homedetails/19011-Lake-St-Elkhorn-NE-68022/124992964_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/30/2024,11/18/2023,No,10/4/2023,118,45
261,"11811 Adams Plz, Omaha, NE 68137","$356,500 ",4 bds,4 ba,"3,948 sqft",'https://www.zillow.com/homedetails/11811-Adams-Plz-Omaha-NE-68137/118779877_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/15/2024,1/3/2024,Yes,10/19/2023,119,76
262,"2329 S 219th St, Elkhorn, NE 68022","$837,000 ",4 bds,4 ba,"3,424 sqft",'https://www.zillow.com/homedetails/2329-S-219th-St-Elkhorn-NE-68022/181062390_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,12/18/2023,Yes,10/19/2023,120,60
263,"5204 N 196th St, Elkhorn, NE 68022","$985,000 ",5 bds,5 ba,"6,433 sqft",'https://www.zillow.com/homedetails/5204-N-196th-St-Elkhorn-NE-68022/91918911_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/11/2023,Yes,9/21/2023,120,81
264,"5204 N 196th St, Elkhorn, NE 68022","$985,000 ",5 bds,5 ba,"6,433 sqft",'https://www.zillow.com/homedetails/5204-N-196th-St-Elkhorn-NE-68022/91918911_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/19/2024,12/11/2023,Yes,9/21/2023,120,81
301,"17660 Robin Dr, Omaha, NE 68136","$348,300 ",3 bds,3 ba,"1,902 sqft",'https://www.zillow.com/homedetails/17660-Robin-Dr-Omaha-NE-68136/2060926715_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,11/10/2023,No,9/28/2023,120,43
265,"2816 State St, Omaha, NE 68112","$225,000 ",3 bds,2 ba,"1,794 sqft",'https://www.zillow.com/homedetails/2816-State-St-Omaha-NE-68112/75791709_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/26/2024,Yes,10/18/2023,121,100
266,"1721 S 116th St, Omaha, NE 68144","$332,500 ",3 bds,2 ba,"2,895 sqft",'https://www.zillow.com/homedetails/1721-S-116th-St-Omaha-NE-68144/75803497_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/16/2024,1/10/2024,Yes,10/18/2023,121,84
267,"8408 S 184th St, Omaha, NE 68136","$414,990 ",4 bds,3 ba,"2,053 sqft",'https://www.zillow.com/homedetails/8408-S-184th-St-Omaha-NE-68136/2053905223_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,11/7/2023,Yes,10/4/2023,121,34
268,"8002 Arlington Dr, Omaha, NE 68134","$287,500 ",3 bds,2 ba,"1,640 sqft",'https://www.zillow.com/homedetails/8002-Arlington-Dr-Omaha-NE-68134/75858605_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/2/2024,12/15/2023,Yes,10/2/2023,123,74
269,"12408 Anne St, Omaha, NE 68137","$308,000 ",3 bds,3 ba,"2,060 sqft",'https://www.zillow.com/homedetails/12408-Anne-St-Omaha-NE-68137/75790442_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,1/26/2024,10/27/2023,Yes,9/25/2023,123,32
270,"17220 S Creek Cir, Omaha, NE 68136","$385,000 ",5 bds,4 ba,"2,662 sqft",'https://www.zillow.com/homedetails/17220-S-Creek-Cir-Omaha-NE-68136/61711750_zpid/',https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,2/21/2024,1/23/2024,Yes,10/20/2023,124,95
